location,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand,model,id
Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,849750.0,maruti,wagon-r,
Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,8240000.0,mercedes-benz,a,
Pune,2008,93000,Petrol,Manual,First,19.29,1086.0,62.0,5.0,746750.0,hyundai,santro,
Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,4161200.0,maruti,swift,
Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,2317500.0,hyundai,grand,
Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,2214500.0,nissan,sunny,
Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,1339000.0,maruti,a-star,
Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,2291750.0,renault,kwid,
Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,2765550.0,hyundai,verna,
Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,901250.0,maruti,wagon-r,
Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,8497500.0,bmw,3-series,
Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,9785000.0,bmw,5-series,
Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,1442000.0,tata,indigo,
Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,3193000.0,hyundai,i20,
Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,1957000.0,maruti,omni,
Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3141500.0,maruti,swift,
Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,5999750.0,ford,ecosport,
Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,2137250.0,honda,brio,
Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,8497500.0,toyota,innova,
Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,2214500.0,mahindra,scorpio,
Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,1158750.0,hyundai,i20,
Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3476250.0,hyundai,verna,
Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,4841000.0,mahindra,xuv500,
Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,2775850.0,volkswagen,vento,
Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4382650.0,maruti,swift,
Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,952750.0,tata,manza,
Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,1287500.0,maruti,swift,
Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2446250.0,volkswagen,polo,
Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,1802500.0,honda,city,
Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2832500.0,hyundai,i20,
Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3259950.0,honda,city,
Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,1272050.0,chevrolet,beat,
Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,1699500.0,chevrolet,spark,
Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,1802500.0,tata,new-safari,
Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,19956250.0,mercedes-benz,gl-class,
Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,4114850.0,bmw,5-series,
Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,6839200.0,toyota,fortuner,
Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,4892500.0,bmw,x1,
Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,7215150.0,renault,captur,
Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3599850.0,hyundai,xcent,
Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,5665000.0,bmw,3-series,
Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,5665000.0,bmw,5-series,
Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,1184500.0,nissan,micra,
Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,13647500.0,jaguar,xf,
Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,34505000.0,land-rover,range,
Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,9141250.0,jeep,compass,
Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,2472000.0,honda,cr-v,
Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,2353550.0,maruti,swift,
Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,1802500.0,hyundai,xcent,
Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,3919150.0,nissan,terrano,
Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,12875000.0,audi,a4,
Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3028200.0,hyundai,grand,
Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6952500.0,toyota,innova,
Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2369000.0,hyundai,i20,
Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,2523500.0,ford,ecosport,
Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2703750.0,honda,city,
Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,6391150.0,ford,ecosport,
Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1957000.0,volkswagen,polo,
Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,4609250.0,n,e,
Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3708000.0,ford,ecosport,
Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,2317500.0,tata,indigo,
Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2137250.0,maruti,swift,
Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,4089100.0,maruti,s-cross,
Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,3733750.0,renault,duster,
Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1905500.0,maruti,wagon-r,
Hyderabad,2010,58163,Petrol,Manual,First,19.29,1086.0,62.0,5.0,1261750.0,hyundai,santro,
Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,772500.0,chevrolet,beat,
Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,6180000.0,mahindra,xuv500,
Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1133000.0,hyundai,i10,
Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,1854000.0,tata,new-safari,
Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,988800.0,hyundai,i10,
Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,10557500.0,toyota,innova,
Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,2188750.0,skoda,laura,
Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1648000.0,hyundai,grand,
Pune,2012,225000,Diesel,Manual,Second,23.59,1364.0,128.92,5.0,1339000.0,toyota,etios,
Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1982750.0,maruti,swift,
Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,1792200.0,hyundai,i20,
Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,2343250.0,ford,figo,
Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,3605000.0,maruti,ertiga,
Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,2961250.0,maruti,ertiga,
Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,4495950.0,honda,city,
Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,875500.0,maruti,alto,
Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,15192500.0,ford,endeavour,
Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5402350.0,maruti,vitara,
Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,32960000.0,porsche,boxster,
Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3888250.0,maruti,swift,
Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,2034250.0,tata,zest,
Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,1673750.0,hyundai,i20,
Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,1416250.0,skoda,fabia,
Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,3785250.0,toyota,corolla,
Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,2420500.0,volkswagen,ameo,
Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,4516550.0,hyundai,creta,
Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1761300.0,hyundai,i10,
Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,1287500.0,chevrolet,beat,
Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,10300000.0,jaguar,xf,
Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,2703750.0,nissan,terrano,
Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,7467500.0,audi,q3,
Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,1776750.0,hyundai,i10,
Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,1699500.0,maruti,alto,
Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,26265000.0,audi,q7,
Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,3347500.0,maruti,vitara,
Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,1879750.0,hyundai,eon,
Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,3733750.0,mahindra,xuv300,
Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,3095150.0,hyundai,verna,
Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1442000.0,maruti,wagon-r,
Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2060000.0,hyundai,i20,
Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3064250.0,honda,city,
Chennai,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,4738000.0,toyota,innova,
Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,2755250.0,hyundai,verna,
Delhi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,6180000.0,tata,hexa,
Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,20054100.0,audi,q7,
Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1385350.0,maruti,wagon-r,
Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,14162500.0,bmw,5-series,
Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,1416250.0,honda,amaze,
Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,1442000.0,maruti,alto,
Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,3321750.0,hyundai,verna,
Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3028200.0,tata,tiago,
Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,2394750.0,maruti,swift,
Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1287500.0,hyundai,eon,
Kochi,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,26445250.0,mercedes-benz,e-class,
Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,3527750.0,hyundai,i20,
Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,2703750.0,toyota,etios,
Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,4753450.0,toyota,corolla,
Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,11330000.0,mini,cooper,
Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,2672850.0,volkswagen,polo,
Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,2240250.0,skoda,superb,
Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,12617500.0,mercedes-benz,e-class,
Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2961250.0,maruti,swift,
Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,4732850.0,honda,city,
Pune,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,5536250.0,bmw,7-series,
Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,1539850.0,hyundai,i10,
Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2003350.0,maruti,swift,
Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6040950.0,honda,city,
Coimbatore,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,1601650.0,maruti,omni,
Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,7441750.0,skoda,superb,
Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,4480500.0,maruti,ertiga,
Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,2595600.0,hyundai,grand,
Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,4377500.0,maruti,ciaz,
Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,8059750.0,n,e,
Mumbai,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,2909750.0,fiat,avventura,
Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,8497500.0,mercedes-benz,e-class,
Ahmedabad,2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,1030000.0,maruti,zen,
Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,2008500.0,volkswagen,vento,
Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,7467500.0,bmw,3-series,
Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,22660000.0,bmw,5-series,
Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2575000.0,hyundai,grand,
Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,10171250.0,toyota,innova,
Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,5891600.0,renault,duster,
Chennai,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,901250.0,tata,indica,
Bangalore,2013,23000,Diesel,Manual,First,17.8,1248.0,74.25,5.0,2884000.0,maruti,swift,
Kochi,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,15666300.0,mercedes-benz,e-class,
Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,4928550.0,mahindra,xuv500,
Mumbai,2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,1802500.0,mahindra,bolero,
Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5386900.0,maruti,vitara,
Pune,2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,2497750.0,fiat,avventura,
Kochi,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,2925200.0,honda,amaze,
Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,6823750.0,skoda,superb,
Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,8240000.0,jaguar,xf,
Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1545000.0,maruti,wagon-r,
Kolkata,2007,43206,Petrol,Manual,First,17.0,1086.0,92.23,5.0,509850.0,hyundai,santro,
Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,2575000.0,toyota,corolla,
Delhi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,2446250.0,maruti,swift,
Bangalore,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2755250.0,volkswagen,polo,
Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,3079700.0,hyundai,grand,
Chennai,2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,1802500.0,maruti,sx4,
Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2456550.0,hyundai,grand,
Delhi,2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,2806750.0,maruti,baleno,
Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,3527750.0,tata,tigor,
Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,3759500.0,maruti,swift,
Pune,2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,643750.0,tata,indica,
Chennai,2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,4248750.0,maruti,sx4,
Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1395650.0,maruti,swift,
Kolkata,2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,1854000.0,hyundai,xcent,
Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,1545000.0,hyundai,i20,
Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,2394750.0,maruti,celerio,
Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,4892500.0,n,e,
Mumbai,2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,1519250.0,maruti,swift,
Mumbai,2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,1545000.0,volkswagen,vento,
Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3064250.0,maruti,swift,
Delhi,2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,2060000.0,toyota,corolla,
Delhi,2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,1287500.0,honda,civic,
Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,5855550.0,ford,ecosport,
Pune,2010,172050,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,1158750.0,fiat,linea,
Jaipur,2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1596500.0,hyundai,i10,
Kochi,2014,86925,Diesel,Automatic,First,11.2,2400.0,215.0,5.0,8847700.0,volvo,xc60,
Jaipur,2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3347500.0,hyundai,i20,
Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,2935500.0,honda,city,
Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,4120000.0,toyota,innova,
Chennai,2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,1339000.0,renault,kwid,
Hyderabad,2009,66149,Petrol,Manual,First,19.0,998.0,66.1,5.0,1261750.0,maruti,a-star,
Kochi,2014,42070,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,5958550.0,mercedes-benz,b,
Kolkata,2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,1184500.0,maruti,wagon-r,
Jaipur,2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3038500.0,maruti,swift,
Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,3708000.0,hyundai,verna,
Ahmedabad,2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,3038500.0,hyundai,verna,
Chennai,2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3090000.0,honda,city,
Kolkata,2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,1004250.0,hyundai,i10,
Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3373250.0,toyota,etios,
Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,12875000.0,volvo,s60,
Kolkata,2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1364750.0,ford,figo,
Mumbai,2017,15000,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,35792500.0,mercedes-benz,e-class,
Chennai,2012,65000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,7210000.0,bmw,3-series,
Pune,2014,32000,Petrol,Manual,Second,22.74,796.0,47.3,5.0,1081500.0,maruti,alto,
Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393.0,147.8,7.0,10506000.0,toyota,innova,
Hyderabad,2019,1000,Petrol,Manual,First,18.78,999.0,75.0,5.0,2925200.0,volkswagen,polo,
Mumbai,2014,28238,Petrol,Manual,First,13.24,1598.0,102.5,5.0,2858250.0,nissan,terrano,
Mumbai,2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,6566250.0,mitsubishi,pajero,
Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799.0,130.2,5.0,1725250.0,honda,civic,
Kolkata,2013,56840,Petrol,Manual,First,22.74,796.0,47.3,5.0,798250.0,maruti,alto,
Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3038500.0,volkswagen,vento,
Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,9774700.0,land-rover,freelander,
Mumbai,2014,24000,Petrol,Manual,First,13.7,1997.0,153.86,5.0,5927650.0,honda,cr-v,
Mumbai,2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,3991250.0,maruti,ertiga,
Chennai,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,7158500.0,toyota,innova,
Kolkata,2010,40000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,695250.0,tata,manza,
Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,19570000.0,audi,q7,
Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5974000.0,hyundai,verna,
Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,6308750.0,volkswagen,vento,
Jaipur,2011,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1957000.0,honda,city,
Mumbai,2014,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1673750.0,ford,figo,
Mumbai,2016,15399,Petrol,Manual,First,18.7,1199.0,88.7,5.0,3296000.0,honda,jazz,
Bangalore,2012,75000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2034250.0,volkswagen,polo,
Delhi,2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1838550.0,honda,city,
Mumbai,2005,56000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,643750.0,honda,city,
Pune,2015,70000,CNG,Manual,First,26.2,998.0,58.2,5.0,1879750.0,maruti,wagon-r,
Kolkata,2013,46125,Petrol,Automatic,Second,12.0,2354.0,187.4,5.0,6437500.0,honda,cr-v,
Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,11845000.0,bmw,5-series,
Chennai,2003,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,695250.0,ambassador,classic,
Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,3254800.0,mahindra,scorpio,
Kolkata,2012,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1751000.0,volkswagen,vento,
Jaipur,1999,70000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,396550.0,maruti,zen,
Jaipur,2009,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,463500.0,maruti,800,
Delhi,2017,21000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,9270000.0,toyota,corolla,
Pune,2013,49000,Petrol,Automatic,First,14.59,1997.0,245.0,5.0,9785000.0,bmw,3-series,
Chennai,2007,40000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,566500.0,ford,ikon,
Pune,2012,78000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1030000.0,chevrolet,beat,
Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364.0,86.79,5.0,3347500.0,toyota,corolla,
Bangalore,2014,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,4866750.0,mahindra,xuv500,
Mumbai,2016,170000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,2060000.0,hyundai,xcent,
Kochi,2017,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,16608750.0,mercedes-benz,e-class,
Pune,2009,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1081500.0,hyundai,i10,
Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,5021250.0,toyota,corolla,
Kolkata,2014,40748,Petrol,Manual,First,14.53,1798.0,138.0,5.0,3244500.0,toyota,corolla,
Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,10815000.0,audi,q3,
Mumbai,2014,12400,Diesel,Manual,First,21.9,1396.0,88.8,5.0,2394750.0,hyundai,i20,
Mumbai,2013,87000,Diesel,Automatic,Second,19.27,2143.0,167.62,5.0,8755000.0,n,e,
Pune,2013,20248,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2240250.0,maruti,ritz,
Coimbatore,2017,52383,Diesel,Manual,First,19.67,1582.0,126.2,5.0,7632300.0,hyundai,creta,
Delhi,2018,1000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,20600000.0,jaguar,xe,
Chennai,2016,85000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,3167250.0,mahindra,xylo,
Ahmedabad,2014,47000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,5793750.0,toyota,innova,
Pune,2018,17585,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,16480000.0,toyota,camry,
Coimbatore,2018,32496,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,23494300.0,audi,q5,
Kochi,2017,34613,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3213600.0,maruti,swift,
